Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
70_Sucre,418_Los Palmitos,Cabecera,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,418_Los Palmitos,Cabecera,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,1.0
70_Sucre,418_Los Palmitos,Centro poblado,Total,1953.0,1.0,228.0,0.0,1369.0,1.0,354.0
70_Sucre,418_Los Palmitos,Centro poblado,Casa,1773.0,1.0,218.0,0.0,1271.0,1.0,282.0
70_Sucre,418_Los Palmitos,Centro poblado,Apartamento,21.0,0.0,5.0,0.0,15.0,0.0,1.0
70_Sucre,418_Los Palmitos,Centro poblado,Tipo cuarto,159.0,0.0,5.0,0.0,83.0,0.0,71.0
70_Sucre,418_Los Palmitos,Rural disperso,Total,1312.0,0.0,24.0,0.0,679.0,2.0,607.0
70_Sucre,418_Los Palmitos,Rural disperso,Casa,1075.0,0.0,20.0,0.0,628.0,1.0,426.0
70_Sucre,418_Los Palmitos,Rural disperso,Apartamento,5.0,0.0,0.0,0.0,1.0,1.0,3.0
70_Sucre,418_Los Palmitos,Rural disperso,Tipo cuarto,226.0,0.0,4.0,0.0,50.0,0.0,172.0
70_Sucre,418_Los Palmitos,Rural disperso,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,418_Los Palmitos,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,418_Los Palmitos,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,429_Majagual,Total municipal,Total,8978.0,21.0,477.0,1.0,2963.0,63.0,5453.0
70_Sucre,429_Majagual,Total municipal,Casa,8411.0,19.0,430.0,1.0,2798.0,53.0,5110.0
70_Sucre,429_Majagual,Total municipal,Apartamento,314.0,1.0,44.0,0.0,133.0,8.0,128.0
70_Sucre,429_Majagual,Total municipal,Tipo cuarto,237.0,0.0,2.0,0.0,32.0,2.0,201.0
70_Sucre,429_Majagual,Total municipal,Vivienda tradicional indígena,4.0,0.0,0.0,0.0,0.0,0.0,4.0
70_Sucre,429_Majagual,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,429_Majagual,Total municipal,Otro tipo de vivienda (1),11.0,1.0,1.0,0.0,0.0,0.0,9.0
70_Sucre,429_Majagual,Cabecera,Total,2549.0,8.0,407.0,0.0,1524.0,11.0,599.0
70_Sucre,429_Majagual,Cabecera,Casa,2391.0,7.0,364.0,0.0,1424.0,11.0,585.0
70_Sucre,429_Majagual,Cabecera,Apartamento,125.0,0.0,41.0,0.0,80.0,0.0,4.0
70_Sucre,429_Majagual,Cabecera,Tipo cuarto,30.0,0.0,1.0,0.0,20.0,0.0,9.0
70_Sucre,429_Majagual,Cabecera,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,429_Majagual,Cabecera,Otro tipo de vivienda (1),2.0,1.0,1.0,0.0,0.0,0.0,0.0
70_Sucre,429_Majagual,Centro poblado,Total,1823.0,6.0,46.0,1.0,712.0,17.0,1041.0
70_Sucre,429_Majagual,Centro poblado,Casa,1768.0,6.0,44.0,1.0,692.0,14.0,1011.0
70_Sucre,429_Majagual,Centro poblado,Apartamento,32.0,0.0,1.0,0.0,16.0,3.0,12.0
70_Sucre,429_Majagual,Centro poblado,Tipo cuarto,21.0,0.0,1.0,0.0,4.0,0.0,16.0
70_Sucre,429_Majagual,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,429_Majagual,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,429_Majagual,Rural disperso,Total,4606.0,7.0,24.0,0.0,727.0,35.0,3813.0
70_Sucre,429_Majagual,Rural disperso,Casa,4252.0,6.0,22.0,0.0,682.0,28.0,3514.0
70_Sucre,429_Majagual,Rural disperso,Apartamento,157.0,1.0,2.0,0.0,37.0,5.0,112.0
70_Sucre,429_Majagual,Rural disperso,Tipo cuarto,186.0,0.0,0.0,0.0,8.0,2.0,176.0
70_Sucre,429_Majagual,Rural disperso,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,429_Majagual,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,429_Majagual,Rural disperso,Otro tipo de vivienda (1),8.0,0.0,0.0,0.0,0.0,0.0,8.0
70_Sucre,473_Morroa,Total municipal,Total,3890.0,13.0,1141.0,0.0,1784.0,1.0,951.0
70_Sucre,473_Morroa,Total municipal,Casa,3597.0,12.0,1034.0,0.0,1682.0,1.0,868.0
70_Sucre,473_Morroa,Total municipal,Apartamento,191.0,0.0,103.0,0.0,77.0,0.0,11.0
70_Sucre,473_Morroa,Total municipal,Tipo cuarto,51.0,1.0,2.0,0.0,22.0,0.0,26.0
70_Sucre,473_Morroa,Total municipal,Vivienda tradicional indígena,49.0,0.0,2.0,0.0,3.0,0.0,44.0
70_Sucre,473_Morroa,Total municipal,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,473_Morroa,Cabecera,Total,2363.0,8.0,996.0,0.0,1054.0,1.0,304.0
70_Sucre,473_Morroa,Cabecera,Casa,2142.0,7.0,895.0,0.0,967.0,1.0,272.0
70_Sucre,473_Morroa,Cabecera,Apartamento,178.0,0.0,97.0,0.0,71.0,0.0,10.0
70_Sucre,473_Morroa,Cabecera,Tipo cuarto,28.0,1.0,2.0,0.0,14.0,0.0,11.0
70_Sucre,473_Morroa,Cabecera,Vivienda tradicional indígena,13.0,0.0,2.0,0.0,2.0,0.0,9.0
70_Sucre,473_Morroa,Cabecera,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,473_Morroa,Centro poblado,Total,755.0,2.0,106.0,0.0,404.0,0.0,243.0
70_Sucre,473_Morroa,Centro poblado,Casa,732.0,2.0,102.0,0.0,395.0,0.0,233.0
70_Sucre,473_Morroa,Centro poblado,Apartamento,7.0,0.0,4.0,0.0,3.0,0.0,0.0
70_Sucre,473_Morroa,Centro poblado,Tipo cuarto,15.0,0.0,0.0,0.0,5.0,0.0,10.0
70_Sucre,473_Morroa,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,473_Morroa,Rural disperso,Total,772.0,3.0,39.0,0.0,326.0,0.0,404.0
70_Sucre,473_Morroa,Rural disperso,Casa,723.0,3.0,37.0,0.0,320.0,0.0,363.0
70_Sucre,473_Morroa,Rural disperso,Apartamento,6.0,0.0,2.0,0.0,3.0,0.0,1.0
70_Sucre,473_Morroa,Rural disperso,Tipo cuarto,8.0,0.0,0.0,0.0,3.0,0.0,5.0
70_Sucre,473_Morroa,Rural disperso,Vivienda tradicional indígena,35.0,0.0,0.0,0.0,0.0,0.0,35.0
70_Sucre,508_Ovejas,Total municipal,Total,5987.0,52.0,839.0,1.0,3465.0,4.0,1626.0
70_Sucre,508_Ovejas,Total municipal,Casa,5491.0,51.0,804.0,1.0,3372.0,4.0,1259.0
70_Sucre,508_Ovejas,Total municipal,Apartamento,93.0,1.0,29.0,0.0,46.0,0.0,17.0
70_Sucre,508_Ovejas,Total municipal,Tipo cuarto,76.0,0.0,6.0,0.0,38.0,0.0,32.0
70_Sucre,508_Ovejas,Total municipal,Vivienda tradicional indígena,310.0,0.0,0.0,0.0,7.0,0.0,303.0
70_Sucre,508_Ovejas,Total municipal,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,2.0,0.0,0.0
70_Sucre,508_Ovejas,Total municipal,Otro tipo de vivienda (1),15.0,0.0,0.0,0.0,0.0,0.0,15.0
70_Sucre,508_Ovejas,Cabecera,Total,2985.0,50.0,691.0,1.0,1860.0,4.0,379.0
70_Sucre,508_Ovejas,Cabecera,Casa,2855.0,49.0,656.0,1.0,1784.0,4.0,361.0
70_Sucre,508_Ovejas,Cabecera,Apartamento,77.0,1.0,29.0,0.0,45.0,0.0,2.0
70_Sucre,508_Ovejas,Cabecera,Tipo cuarto,53.0,0.0,6.0,0.0,31.0,0.0,16.0
70_Sucre,508_Ovejas,Centro poblado,Total,2238.0,1.0,138.0,0.0,1476.0,0.0,623.0
70_Sucre,508_Ovejas,Centro poblado,Casa,2136.0,1.0,138.0,0.0,1470.0,0.0,527.0
70_Sucre,508_Ovejas,Centro poblado,Apartamento,9.0,0.0,0.0,0.0,0.0,0.0,9.0
70_Sucre,508_Ovejas,Centro poblado,Tipo cuarto,15.0,0.0,0.0,0.0,4.0,0.0,11.0
70_Sucre,508_Ovejas,Centro poblado,Vivienda tradicional indígena,70.0,0.0,0.0,0.0,0.0,0.0,70.0
70_Sucre,508_Ovejas,Centro poblado,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,2.0,0.0,0.0
70_Sucre,508_Ovejas,Centro poblado,Otro tipo de vivienda (1),6.0,0.0,0.0,0.0,0.0,0.0,6.0
70_Sucre,508_Ovejas,Rural disperso,Total,764.0,1.0,10.0,0.0,129.0,0.0,624.0
70_Sucre,508_Ovejas,Rural disperso,Casa,500.0,1.0,10.0,0.0,118.0,0.0,371.0
70_Sucre,508_Ovejas,Rural disperso,Apartamento,7.0,0.0,0.0,0.0,1.0,0.0,6.0
70_Sucre,508_Ovejas,Rural disperso,Tipo cuarto,8.0,0.0,0.0,0.0,3.0,0.0,5.0
70_Sucre,508_Ovejas,Rural disperso,Vivienda tradicional indígena,240.0,0.0,0.0,0.0,7.0,0.0,233.0
70_Sucre,508_Ovejas,Rural disperso,Otro tipo de vivienda (1),9.0,0.0,0.0,0.0,0.0,0.0,9.0
70_Sucre,523_Palmito,Total municipal,Total,2986.0,6.0,125.0,0.0,1221.0,13.0,1621.0
70_Sucre,523_Palmito,Total municipal,Casa,2535.0,6.0,116.0,0.0,1164.0,7.0,1242.0
70_Sucre,523_Palmito,Total municipal,Apartamento,43.0,0.0,8.0,0.0,29.0,0.0,6.0
70_Sucre,523_Palmito,Total municipal,Tipo cuarto,9.0,0.0,1.0,0.0,4.0,1.0,3.0
70_Sucre,523_Palmito,Total municipal,Vivienda tradicional indígena,391.0,0.0,0.0,0.0,24.0,4.0,363.0
70_Sucre,523_Palmito,Total municipal,Vivienda tradicional étnica,4.0,0.0,0.0,0.0,0.0,1.0,3.0
70_Sucre,523_Palmito,Total municipal,Otro tipo de vivienda (1),4.0,0.0,0.0,0.0,0.0,0.0,4.0
70_Sucre,523_Palmito,Cabecera,Total,1252.0,4.0,114.0,0.0,759.0,12.0,363.0
70_Sucre,523_Palmito,Cabecera,Casa,1126.0,4.0,105.0,0.0,717.0,6.0,294.0
70_Sucre,523_Palmito,Cabecera,Apartamento,43.0,0.0,8.0,0.0,29.0,0.0,6.0
70_Sucre,523_Palmito,Cabecera,Tipo cuarto,8.0,0.0,1.0,0.0,3.0,1.0,3.0
70_Sucre,523_Palmito,Cabecera,Vivienda tradicional indígena,70.0,0.0,0.0,0.0,10.0,4.0,56.0
70_Sucre,523_Palmito,Cabecera,Vivienda tradicional étnica,4.0,0.0,0.0,0.0,0.0,1.0,3.0
70_Sucre,523_Palmito,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,523_Palmito,Centro poblado,Total,942.0,1.0,7.0,0.0,257.0,1.0,676.0
70_Sucre,523_Palmito,Centro poblado,Casa,739.0,1.0,7.0,0.0,244.0,1.0,486.0
70_Sucre,523_Palmito,Centro poblado,Tipo cuarto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,523_Palmito,Centro poblado,Vivienda tradicional indígena,201.0,0.0,0.0,0.0,12.0,0.0,189.0
70_Sucre,523_Palmito,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,523_Palmito,Rural disperso,Total,792.0,1.0,4.0,0.0,205.0,0.0,582.0
70_Sucre,523_Palmito,Rural disperso,Casa,670.0,1.0,4.0,0.0,203.0,0.0,462.0
70_Sucre,523_Palmito,Rural disperso,Vivienda tradicional indígena,120.0,0.0,0.0,0.0,2.0,0.0,118.0
70_Sucre,523_Palmito,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,670_Sampués,Total municipal,Total,10739.0,46.0,1485.0,2.0,4479.0,27.0,4700.0
70_Sucre,670_Sampués,Total municipal,Casa,7115.0,39.0,1257.0,2.0,3799.0,25.0,1993.0
70_Sucre,670_Sampués,Total municipal,Apartamento,743.0,4.0,204.0,0.0,450.0,1.0,84.0
70_Sucre,670_Sampués,Total municipal,Tipo cuarto,408.0,0.0,21.0,0.0,95.0,0.0,292.0
70_Sucre,670_Sampués,Total municipal,Vivienda tradicional indígena,2453.0,3.0,2.0,0.0,133.0,1.0,2314.0
70_Sucre,670_Sampués,Total municipal,Vivienda tradicional étnica,10.0,0.0,0.0,0.0,0.0,0.0,10.0
70_Sucre,670_Sampués,Total municipal,Otro tipo de vivienda (1),10.0,0.0,1.0,0.0,2.0,0.0,7.0
70_Sucre,670_Sampués,Cabecera,Total,5761.0,33.0,1197.0,1.0,3027.0,8.0,1495.0
70_Sucre,670_Sampués,Cabecera,Casa,4756.0,30.0,987.0,1.0,2513.0,7.0,1218.0
70_Sucre,670_Sampués,Cabecera,Apartamento,706.0,3.0,197.0,0.0,440.0,1.0,65.0
70_Sucre,670_Sampués,Cabecera,Tipo cuarto,264.0,0.0,12.0,0.0,69.0,0.0,183.0
70_Sucre,670_Sampués,Cabecera,Vivienda tradicional indígena,29.0,0.0,0.0,0.0,5.0,0.0,24.0
70_Sucre,670_Sampués,Cabecera,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,670_Sampués,Cabecera,Otro tipo de vivienda (1),5.0,0.0,1.0,0.0,0.0,0.0,4.0
70_Sucre,670_Sampués,Centro poblado,Total,1978.0,6.0,183.0,0.0,920.0,15.0,854.0
70_Sucre,670_Sampués,Centro poblado,Casa,1460.0,5.0,181.0,0.0,865.0,15.0,394.0
70_Sucre,670_Sampués,Centro poblado,Apartamento,17.0,1.0,1.0,0.0,5.0,0.0,10.0
70_Sucre,670_Sampués,Centro poblado,Tipo cuarto,56.0,0.0,1.0,0.0,16.0,0.0,39.0
70_Sucre,670_Sampués,Centro poblado,Vivienda tradicional indígena,440.0,0.0,0.0,0.0,34.0,0.0,406.0
70_Sucre,670_Sampués,Centro poblado,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,670_Sampués,Centro poblado,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,670_Sampués,Rural disperso,Total,3000.0,7.0,105.0,1.0,532.0,4.0,2351.0
70_Sucre,670_Sampués,Rural disperso,Casa,899.0,4.0,89.0,1.0,421.0,3.0,381.0
70_Sucre,670_Sampués,Rural disperso,Apartamento,20.0,0.0,6.0,0.0,5.0,0.0,9.0
70_Sucre,670_Sampués,Rural disperso,Tipo cuarto,88.0,0.0,8.0,0.0,10.0,0.0,70.0
70_Sucre,670_Sampués,Rural disperso,Vivienda tradicional indígena,1984.0,3.0,2.0,0.0,94.0,1.0,1884.0
70_Sucre,670_Sampués,Rural disperso,Vivienda tradicional étnica,6.0,0.0,0.0,0.0,0.0,0.0,6.0
70_Sucre,670_Sampués,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,2.0,0.0,1.0
70_Sucre,678_San Benito Abad,Total municipal,Total,7090.0,19.0,497.0,2.0,3822.0,12.0,2738.0
70_Sucre,678_San Benito Abad,Total municipal,Casa,6826.0,18.0,493.0,2.0,3754.0,12.0,2547.0
70_Sucre,678_San Benito Abad,Total municipal,Apartamento,76.0,1.0,4.0,0.0,39.0,0.0,32.0
70_Sucre,678_San Benito Abad,Total municipal,Tipo cuarto,177.0,0.0,0.0,0.0,24.0,0.0,153.0
70_Sucre,678_San Benito Abad,Total municipal,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,678_San Benito Abad,Total municipal,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,3.0,0.0,0.0
70_Sucre,678_San Benito Abad,Total municipal,Otro tipo de vivienda (1),6.0,0.0,0.0,0.0,2.0,0.0,4.0
70_Sucre,678_San Benito Abad,Cabecera,Total,1643.0,9.0,290.0,1.0,1110.0,0.0,233.0
70_Sucre,678_San Benito Abad,Cabecera,Casa,1614.0,8.0,288.0,1.0,1093.0,0.0,224.0
70_Sucre,678_San Benito Abad,Cabecera,Apartamento,17.0,1.0,2.0,0.0,10.0,0.0,4.0
70_Sucre,678_San Benito Abad,Cabecera,Tipo cuarto,11.0,0.0,0.0,0.0,6.0,0.0,5.0
70_Sucre,678_San Benito Abad,Cabecera,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,678_San Benito Abad,Centro poblado,Total,3709.0,9.0,197.0,0.0,2193.0,8.0,1302.0
70_Sucre,678_San Benito Abad,Centro poblado,Casa,3616.0,9.0,196.0,0.0,2152.0,8.0,1251.0
70_Sucre,678_San Benito Abad,Centro poblado,Apartamento,38.0,0.0,1.0,0.0,25.0,0.0,12.0
70_Sucre,678_San Benito Abad,Centro poblado,Tipo cuarto,48.0,0.0,0.0,0.0,12.0,0.0,36.0
70_Sucre,678_San Benito Abad,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,678_San Benito Abad,Centro poblado,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,2.0,0.0,0.0
70_Sucre,678_San Benito Abad,Centro poblado,Otro tipo de vivienda (1),4.0,0.0,0.0,0.0,2.0,0.0,2.0
70_Sucre,678_San Benito Abad,Rural disperso,Total,1738.0,1.0,10.0,1.0,519.0,4.0,1203.0
70_Sucre,678_San Benito Abad,Rural disperso,Casa,1596.0,1.0,9.0,1.0,509.0,4.0,1072.0
70_Sucre,678_San Benito Abad,Rural disperso,Apartamento,21.0,0.0,1.0,0.0,4.0,0.0,16.0
70_Sucre,678_San Benito Abad,Rural disperso,Tipo cuarto,118.0,0.0,0.0,0.0,6.0,0.0,112.0
70_Sucre,678_San Benito Abad,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,678_San Benito Abad,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,702_San Juan De Betulia,Total municipal,Total,3567.0,19.0,691.0,1.0,2139.0,9.0,708.0
70_Sucre,702_San Juan De Betulia,Total municipal,Casa,3452.0,18.0,676.0,1.0,2082.0,9.0,666.0
70_Sucre,702_San Juan De Betulia,Total municipal,Apartamento,35.0,1.0,13.0,0.0,18.0,0.0,3.0
70_Sucre,702_San Juan De Betulia,Total municipal,Tipo cuarto,77.0,0.0,2.0,0.0,38.0,0.0,37.0
70_Sucre,702_San Juan De Betulia,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,702_San Juan De Betulia,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,702_San Juan De Betulia,Cabecera,Total,1842.0,13.0,597.0,0.0,1054.0,2.0,176.0
70_Sucre,702_San Juan De Betulia,Cabecera,Casa,1765.0,13.0,583.0,0.0,1017.0,2.0,150.0
70_Sucre,702_San Juan De Betulia,Cabecera,Apartamento,30.0,0.0,13.0,0.0,14.0,0.0,3.0
70_Sucre,702_San Juan De Betulia,Cabecera,Tipo cuarto,45.0,0.0,1.0,0.0,22.0,0.0,22.0
70_Sucre,702_San Juan De Betulia,Cabecera,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,702_San Juan De Betulia,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,702_San Juan De Betulia,Centro poblado,Total,1236.0,5.0,83.0,0.0,888.0,4.0,256.0
70_Sucre,702_San Juan De Betulia,Centro poblado,Casa,1206.0,4.0,82.0,0.0,872.0,4.0,244.0
70_Sucre,702_San Juan De Betulia,Centro poblado,Apartamento,4.0,1.0,0.0,0.0,3.0,0.0,0.0
70_Sucre,702_San Juan De Betulia,Centro poblado,Tipo cuarto,26.0,0.0,1.0,0.0,13.0,0.0,12.0
70_Sucre,702_San Juan De Betulia,Rural disperso,Total,489.0,1.0,11.0,1.0,197.0,3.0,276.0
70_Sucre,702_San Juan De Betulia,Rural disperso,Casa,481.0,1.0,11.0,1.0,193.0,3.0,272.0
70_Sucre,702_San Juan De Betulia,Rural disperso,Apartamento,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70_Sucre,702_San Juan De Betulia,Rural disperso,Tipo cuarto,6.0,0.0,0.0,0.0,3.0,0.0,3.0
70_Sucre,702_San Juan De Betulia,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,708_San Marcos,Total municipal,Total,13637.0,66.0,1737.0,4.0,7594.0,25.0,4211.0
70_Sucre,708_San Marcos,Total municipal,Casa,12360.0,58.0,1542.0,4.0,7178.0,19.0,3559.0
70_Sucre,708_San Marcos,Total municipal,Apartamento,454.0,6.0,178.0,0.0,211.0,1.0,58.0
70_Sucre,708_San Marcos,Total municipal,Tipo cuarto,596.0,1.0,16.0,0.0,189.0,4.0,386.0
70_Sucre,708_San Marcos,Total municipal,Vivienda tradicional indígena,185.0,1.0,0.0,0.0,16.0,1.0,167.0
70_Sucre,708_San Marcos,Total municipal,Vivienda tradicional étnica,17.0,0.0,0.0,0.0,0.0,0.0,17.0
70_Sucre,708_San Marcos,Total municipal,Otro tipo de vivienda (1),25.0,0.0,1.0,0.0,0.0,0.0,24.0
70_Sucre,708_San Marcos,Cabecera,Total,8226.0,50.0,1670.0,4.0,4886.0,7.0,1609.0
70_Sucre,708_San Marcos,Cabecera,Casa,7186.0,43.0,1475.0,4.0,4504.0,4.0,1156.0
70_Sucre,708_San Marcos,Cabecera,Apartamento,443.0,5.0,178.0,0.0,206.0,1.0,53.0
70_Sucre,708_San Marcos,Cabecera,Tipo cuarto,415.0,1.0,16.0,0.0,161.0,2.0,235.0
70_Sucre,708_San Marcos,Cabecera,Vivienda tradicional indígena,158.0,1.0,0.0,0.0,15.0,0.0,142.0
70_Sucre,708_San Marcos,Cabecera,Vivienda tradicional étnica,13.0,0.0,0.0,0.0,0.0,0.0,13.0
70_Sucre,708_San Marcos,Cabecera,Otro tipo de vivienda (1),11.0,0.0,1.0,0.0,0.0,0.0,10.0
70_Sucre,708_San Marcos,Centro poblado,Total,3452.0,10.0,53.0,0.0,1983.0,9.0,1397.0
70_Sucre,708_San Marcos,Centro poblado,Casa,3322.0,10.0,53.0,0.0,1964.0,9.0,1286.0
70_Sucre,708_San Marcos,Centro poblado,Apartamento,3.0,0.0,0.0,0.0,3.0,0.0,0.0
70_Sucre,708_San Marcos,Centro poblado,Tipo cuarto,102.0,0.0,0.0,0.0,16.0,0.0,86.0
70_Sucre,708_San Marcos,Centro poblado,Vivienda tradicional indígena,11.0,0.0,0.0,0.0,0.0,0.0,11.0
70_Sucre,708_San Marcos,Centro poblado,Vivienda tradicional étnica,3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,708_San Marcos,Centro poblado,Otro tipo de vivienda (1),11.0,0.0,0.0,0.0,0.0,0.0,11.0
70_Sucre,708_San Marcos,Rural disperso,Total,1959.0,6.0,14.0,0.0,725.0,9.0,1205.0
70_Sucre,708_San Marcos,Rural disperso,Casa,1852.0,5.0,14.0,0.0,710.0,6.0,1117.0
70_Sucre,708_San Marcos,Rural disperso,Apartamento,8.0,1.0,0.0,0.0,2.0,0.0,5.0
70_Sucre,708_San Marcos,Rural disperso,Tipo cuarto,79.0,0.0,0.0,0.0,12.0,2.0,65.0
70_Sucre,708_San Marcos,Rural disperso,Vivienda tradicional indígena,16.0,0.0,0.0,0.0,1.0,1.0,14.0
70_Sucre,708_San Marcos,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,708_San Marcos,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,713_San Onofre,Total municipal,Total,11940.0,87.0,1560.0,7.0,6404.0,197.0,3685.0
70_Sucre,713_San Onofre,Total municipal,Casa,11393.0,80.0,1415.0,7.0,6193.0,190.0,3508.0
70_Sucre,713_San Onofre,Total municipal,Apartamento,252.0,6.0,131.0,0.0,96.0,2.0,17.0
70_Sucre,713_San Onofre,Total municipal,Tipo cuarto,279.0,0.0,11.0,0.0,110.0,4.0,154.0
70_Sucre,713_San Onofre,Total municipal,Vivienda tradicional étnica,13.0,1.0,3.0,0.0,5.0,1.0,3.0
70_Sucre,713_San Onofre,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
70_Sucre,713_San Onofre,Cabecera,Total,4646.0,37.0,1109.0,4.0,2637.0,22.0,837.0
70_Sucre,713_San Onofre,Cabecera,Casa,4332.0,31.0,968.0,4.0,2504.0,22.0,803.0
70_Sucre,713_San Onofre,Cabecera,Apartamento,210.0,6.0,127.0,0.0,73.0,0.0,4.0
70_Sucre,713_San Onofre,Cabecera,Tipo cuarto,98.0,0.0,11.0,0.0,59.0,0.0,28.0
70_Sucre,713_San Onofre,Cabecera,Vivienda tradicional étnica,5.0,0.0,3.0,0.0,1.0,0.0,1.0
70_Sucre,713_San Onofre,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,713_San Onofre,Centro poblado,Total,5901.0,45.0,411.0,2.0,3299.0,137.0,2007.0
70_Sucre,713_San Onofre,Centro poblado,Casa,5711.0,44.0,408.0,2.0,3230.0,132.0,1895.0
70_Sucre,713_San Onofre,Centro poblado,Apartamento,39.0,0.0,3.0,0.0,22.0,2.0,12.0
70_Sucre,713_San Onofre,Centro poblado,Tipo cuarto,142.0,0.0,0.0,0.0,43.0,2.0,97.0
70_Sucre,713_San Onofre,Centro poblado,Vivienda tradicional étnica,7.0,1.0,0.0,0.0,4.0,1.0,1.0
70_Sucre,713_San Onofre,Centro poblado,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
70_Sucre,713_San Onofre,Rural disperso,Total,1393.0,5.0,40.0,1.0,468.0,38.0,841.0
70_Sucre,713_San Onofre,Rural disperso,Casa,1350.0,5.0,39.0,1.0,459.0,36.0,810.0
70_Sucre,713_San Onofre,Rural disperso,Apartamento,3.0,0.0,1.0,0.0,1.0,0.0,1.0
70_Sucre,713_San Onofre,Rural disperso,Tipo cuarto,39.0,0.0,0.0,0.0,8.0,2.0,29.0
70_Sucre,713_San Onofre,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70_Sucre,717_San Pedro,Total municipal,Total,4815.0,8.0,1016.0,0.0,2636.0,10.0,1145.0
70_Sucre,717_San Pedro,Total municipal,Casa,4447.0,8.0,961.0,0.0,2427.0,10.0,1041.0
70_Sucre,717_San Pedro,Total municipal,Apartamento,253.0,0.0,51.0,0.0,165.0,0.0,37.0
